split,task,crop,dr,model,seq_len,score_mean,score_ci,score_std,fit_seconds,predict_seconds,n_components,epochs,n_runs
random,regression,Lettuce,No Reduction,RNN GRU,1,0.6823921740055084,0.03484746411776622,0.05622314147608743,0.7036327624635306,0.00052933828555974,132,19.8,10
random,regression,Lettuce,No Reduction,Random forest,1,0.710458770320815,0.033698420435529494,0.054369266390937,2.2203905030871587,0.00183272030553776,132,0.0,10
random,regression,Lettuce,No Reduction,k-NN,1,0.7038856208324432,0.034975862962476977,0.05643030106701613,2.197560365523289,0.00070338040241035,132,0.0,10
random,regression,Lettuce,PCA,Decision tree,1,0.6800749668643772,0.029284428486452407,0.04724770101709538,2.216657192851805,9.793989593162011e-05,14,0.0,10
random,regression,Lettuce,PCA,LSTM,1,0.6380114436149598,0.032475142163527496,0.052395620701283285,8.142320863710484,0.47946518508251756,14,41.4,10
random,regression,Lettuce,PCA,MLP,1,0.651673549413681,0.05900671567117065,0.09520184630961756,3.04183238792466,0.13429772886447605,14,14.5,10
random,regression,Lettuce,PCA,RNN GRU,1,0.6890699088573455,0.03134719355887761,0.05057578056133304,0.7905996740446426,0.0004891982069238599,14,22.7,10
random,regression,Lettuce,PCA,Random forest,1,0.710822997177275,0.033147833626447784,0.053480945795864314,2.2408570672773447,0.0020106266019865398,14,0.0,10
random,regression,Lettuce,PCA,k-NN,1,0.6964209496974945,0.03972278891141383,0.06408902447660622,2.2155633677185205,0.00076172399567434,14,0.0,10
random,regression,Onion,BOTCAST,Decision tree,1,0.3342782731592461,0.04913131187126025,0.07926880099247541,2.1060850460392735,8.350375574082137e-05,8,0.0,10
random,regression,Onion,BOTCAST,LSTM,1,0.3651854217052459,0.06962169766667864,0.11232813224200755,16.869772093859503,0.3349161803431343,8,111.7,10
random,regression,Onion,BOTCAST,MLP,1,0.42423105239868164,0.044754048248594094,0.07220649335644229,3.674966629385017,0.12419910879107188,8,19.3,10
random,regression,Onion,BOTCAST,RNN GRU,7,0.4420782208442688,0.05668197916761664,0.09145110023259367,2.8314942816272377,0.0027825661527457997,8,34.0,10
random,regression,Onion,BOTCAST,Random forest,1,0.3776721356488017,0.04299883074890121,0.06937461320949562,2.12458515475931,0.0018090645724441498,8,0.0,10
random,regression,Onion,BOTCAST,k-NN,1,0.4448457837104797,0.05183190212792077,0.08362595213426414,2.1059497673433123,0.0007608678715768701,8,0.0,10
random,regression,Onion,Isomap,Decision tree,1,0.34156211669567893,0.03604145592555905,0.05814953618027483,3.6991688580038806,0.00010695959790605299,22,0.0,10
random,regression,Onion,Isomap,LSTM,1,0.37776277661323543,0.052134121086278754,0.08411355430798602,11.039919341902714,0.4792809912585653,22,53.7,10
random,regression,Onion,Isomap,MLP,1,0.43737053871154785,0.04225320359899236,0.06817161316920395,4.351724036713131,0.12793930172338144,22,19.8,10
random,regression,Onion,Isomap,RNN GRU,1,0.4644422233104706,0.03928406101263694,0.06338117782701705,1.8906002124829684,0.00066694648121478,22,24.3,10
random,regression,Onion,Isomap,Random forest,1,0.4379334979306916,0.03429987694137581,0.05533966050930472,3.734775601049963,0.0021416412258985903,22,0.0,10
random,regression,Onion,Isomap,k-NN,1,0.4717496633529663,0.03644118674201515,0.05879446466545849,3.6930308245432877,0.0008626006718258901,22,0.0,10
random,regression,Onion,KernelPCA,Decision tree,1,0.4329707771950015,0.051353129236167375,0.08285349661391415,2.7154356748001494,0.00010364950285288506,22,0.0,10
random,regression,Onion,KernelPCA,LSTM,1,0.37722949385643,0.051412245325384846,0.08294887492426567,9.634160548896762,0.48193201614776626,22,47.0,10
random,regression,Onion,KernelPCA,MLP,1,0.46331708431243895,0.04411923890437522,0.07118228753619253,3.632386351254536,0.12131630319054235,22,18.6,10
random,regression,Onion,KernelPCA,RNN GRU,1,0.4690038859844208,0.0471933173489206,0.07614202712333083,0.8820728204853368,0.00035057513159694,22,37.0,10
random,regression,Onion,KernelPCA,Random forest,1,0.49339205262727515,0.030706788017866037,0.04954254579817543,2.7515447906819945,0.00236871154629619,22,0.0,10
random,regression,Onion,KernelPCA,k-NN,1,0.4709935367107391,0.03896838934487412,0.06287187095818314,2.7107002558904547,0.00089562806533645,22,0.0,10
random,regression,Onion,MDS,Decision tree,1,0.3995568606148424,0.043612418545260996,0.07036458003652651,4.154090950306272,0.00011294670403000457,22,0.0,10
random,regression,Onion,MDS,LSTM,1,0.411238306760788,0.050285208545212415,0.08113050592828233,12.442889400635613,0.3828790961997583,22,69.4,10
random,regression,Onion,MDS,MLP,1,0.44806726574897765,0.05543553037258985,0.0894400710596054,4.333848769357428,0.11132698370493015,22,18.0,10
random,regression,Onion,MDS,RNN GRU,1,0.46256816387176514,0.04780486522667346,0.07712870273146412,2.1455697202298323,0.00066407446865918,22,23.7,10
random,regression,Onion,MDS,Random forest,1,0.4633785138640982,0.04066399467906274,0.06560757242183977,4.1886291284346955,0.00217455310630606,22,0.0,10
random,regression,Onion,MDS,k-NN,1,0.473332953453064,0.043818173854064744,0.07069654708575669,4.148226876743138,0.00087456845794799,22,0.0,10
random,regression,Onion,No Reduction,Decision tree,1,0.44400986519260865,0.04030638245958592,0.06503059837456693,2.4839192851951037,0.00010650768526825967,135,0.0,10
random,regression,Onion,No Reduction,LSTM,1,0.3852393209934234,0.05363812246479558,0.08654012061418305,8.987655018450459,0.6036743980308529,135,39.8,10
random,regression,Onion,No Reduction,MLP,1,0.46205285787582395,0.04491942788811871,0.07247331801946036,3.746911943750456,0.12860740268370133,135,19.4,10
random,regression,Onion,No Reduction,RNN GRU,1,0.47329376339912416,0.04860955870315364,0.07842700079470723,1.5883059251005762,0.00076436110539355,135,26.2,10
random,regression,Onion,No Reduction,Random forest,1,0.49729186641819145,0.03257495905018298,0.052556665961884394,2.5050698258312574,0.0017948325199540298,135,0.0,10
random,regression,Onion,No Reduction,k-NN,1,0.4831870675086975,0.03801682466424388,0.06133660987054932,2.479419098745954,0.00147792267962354,135,0.0,10
random,regression,Onion,PCA,Decision tree,1,0.44677464872877193,0.045544410130314135,0.07348166872481575,2.648038064845605,0.00011803692323152986,18,0.0,10
random,regression,Onion,PCA,LSTM,1,0.40412543416023256,0.04727057263659304,0.07626667134289024,15.683666446281132,0.5094391991384327,18,86.1,10
random,regression,Onion,PCA,MLP,1,0.45898528695106505,0.05532881660808715,0.08926789832821795,3.7117256599420214,0.12707039397791955,18,18.7,10
random,regression,Onion,PCA,RNN GRU,1,0.45476220846176146,0.0470998600231516,0.07599124242258676,1.8611832694557962,0.00063357482431451,18,32.2,10
random,regression,Onion,PCA,Random forest,1,0.507378603506606,0.03095216408335285,0.049938437252373874,2.6862486831785644,0.00255849679233502,18,0.0,10
random,regression,Onion,PCA,k-NN,1,0.4732182562351227,0.04120284870042058,0.06647696325542743,2.644151883426821,0.0009199788910336199,18,0.0,10
