task,crop,dr,model,seed,score,fit_seconds,n_train,n_test,best_params,epochs_run
classification,Carrot,BOTCAST,Decision tree,0,0.7435897435897436,0.0991545538417995,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,1,0.7560975609756098,0.0839763260446488,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,2,0.7469879518072289,0.0850873868912458,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,3,0.7073170731707317,0.0927595170214772,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,4,0.6987951807228916,0.0908400770276784,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,5,0.6842105263157895,0.0831901272758841,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,6,0.725,0.0830080960877239,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,7,0.7045454545454546,0.0833338387310504,319,80,"{""max_depth"": 4, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,8,0.6904761904761905,0.0955228270031511,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,Decision tree,9,0.7435897435897436,0.0823078979738056,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,BOTCAST,LSTM,0,0.7123287671232876,290.6486879830481,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",70.0
classification,Carrot,BOTCAST,LSTM,1,0.759493670886076,285.6684730279958,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",53.0
classification,Carrot,BOTCAST,LSTM,2,0.7209302325581395,374.02464369800873,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",116.0
classification,Carrot,BOTCAST,LSTM,3,0.65,266.45366890903097,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.0003}",44.0
classification,Carrot,BOTCAST,LSTM,4,0.64,278.8962538870983,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",46.0
classification,Carrot,BOTCAST,LSTM,5,0.6666666666666666,296.88921174698044,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",104.0
classification,Carrot,BOTCAST,LSTM,6,0.6923076923076923,314.36606486700475,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",49.0
classification,Carrot,BOTCAST,LSTM,7,0.6976744186046512,266.2269351739669,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",50.0
classification,Carrot,BOTCAST,LSTM,8,0.6976744186046512,259.2089029540075,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",54.0
classification,Carrot,BOTCAST,LSTM,9,0.7272727272727273,290.592945107026,279,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",43.0
classification,Carrot,BOTCAST,MLP,0,0.7435897435897436,105.2506926371716,280,80,"{""hidden"": [32, 16], ""dropout"": 0.1, ""lr"": 0.0003}",400.0
classification,Carrot,BOTCAST,MLP,1,0.7560975609756098,121.70514507312328,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",34.0
classification,Carrot,BOTCAST,MLP,2,0.7469879518072289,111.20396304223686,279,80,"{""hidden"": [64, 32], ""dropout"": 0.1, ""lr"": 0.0003}",216.0
classification,Carrot,BOTCAST,MLP,3,0.5428571428571428,111.6970200771466,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.0003}",30.0
classification,Carrot,BOTCAST,MLP,4,0.5079365079365079,99.30753980763257,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",21.0
classification,Carrot,BOTCAST,MLP,5,0.7654320987654321,112.30120465392248,280,80,"{""hidden"": [64, 32], ""dropout"": 0.4, ""lr"": 0.001}",133.0
classification,Carrot,BOTCAST,MLP,6,0.725,100.00432981271295,279,80,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.001}",85.0
classification,Carrot,BOTCAST,MLP,7,0.7380952380952381,131.83774003013968,279,80,"{""hidden"": [32, 16], ""dropout"": 0.1, ""lr"": 0.001}",82.0
classification,Carrot,BOTCAST,MLP,8,0.6976744186046512,97.91567013505846,279,80,"{""hidden"": [128, 64], ""dropout"": 0.4, ""lr"": 0.001}",84.0
classification,Carrot,BOTCAST,MLP,9,0.7710843373493976,126.78748333919792,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.0003}",102.0
classification,Carrot,BOTCAST,Mamba SSM,0,0.6233766233766234,862.6771124377847,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",109.0
classification,Carrot,BOTCAST,Mamba SSM,1,0.6410256410256411,1176.7254526498728,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.0003}",26.0
classification,Carrot,BOTCAST,Mamba SSM,2,0.7469879518072289,1059.4600692368113,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",40.0
classification,Carrot,BOTCAST,Mamba SSM,3,0.0,953.6698588151484,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",21.0
classification,Carrot,BOTCAST,Mamba SSM,4,0.7045454545454546,853.0788518749177,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",24.0
classification,Carrot,BOTCAST,Mamba SSM,5,0.6933333333333334,1017.1372933941892,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",54.0
classification,Carrot,BOTCAST,Mamba SSM,6,0.725,1007.39065268985,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",37.0
classification,Carrot,BOTCAST,Mamba SSM,7,0.7380952380952381,971.8686931240372,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",26.0
classification,Carrot,BOTCAST,Mamba SSM,8,0.6976744186046512,974.2565975061152,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.0003}",35.0
classification,Carrot,BOTCAST,Mamba SSM,9,0.7435897435897436,977.7374476841652,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",31.0
classification,Carrot,BOTCAST,RNN GRU,0,0.6857142857142857,333.08944812591653,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",123.0
classification,Carrot,BOTCAST,RNN GRU,1,0.7586206896551724,337.3093700100435,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",34.0
classification,Carrot,BOTCAST,RNN GRU,2,0.7469879518072289,420.1405826379778,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",105.0
classification,Carrot,BOTCAST,RNN GRU,3,0.6585365853658537,310.64810721599497,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",28.0
classification,Carrot,BOTCAST,RNN GRU,4,0.0,287.56512014602777,280,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",24.0
classification,Carrot,BOTCAST,RNN GRU,5,0.6493506493506493,305.8782214149833,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",43.0
classification,Carrot,BOTCAST,RNN GRU,6,0.725,383.9943991149776,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",50.0
classification,Carrot,BOTCAST,RNN GRU,7,0.7380952380952381,341.9965186830377,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",80.0
classification,Carrot,BOTCAST,RNN GRU,8,0.6976744186046512,317.37335359910503,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",55.0
classification,Carrot,BOTCAST,RNN GRU,9,0.717948717948718,325.9760704799555,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",76.0
classification,Carrot,BOTCAST,Random forest,0,0.7435897435897436,6.082498082891107,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,1,0.7560975609756098,6.972044568974525,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,2,0.7469879518072289,6.149872615933418,319,80,"{""n_estimators"": 100, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,3,0.7073170731707317,6.96427941787988,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,4,0.6987951807228916,7.379730730317533,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,5,0.7654320987654321,6.946516673080623,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,6,0.725,6.932781760115176,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,7,0.7380952380952381,6.943397739902139,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,BOTCAST,Random forest,8,0.6976744186046512,6.887378945946693,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,BOTCAST,Random forest,9,0.7710843373493976,7.072121153119952,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,BOTCAST,TabPFN,0,0.7435897435897436,11.570543637964876,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,1,0.7560975609756098,14.423415376921184,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,2,0.7469879518072289,14.698403091053478,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,3,0.7073170731707317,15.55455472995527,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,4,0.6987951807228916,14.82387026201468,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,5,0.7654320987654321,15.849184492020868,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,6,0.725,15.738803521962836,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,7,0.7380952380952381,14.97165782097727,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,8,0.6976744186046512,15.063127617002465,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,TabPFN,9,0.7710843373493976,12.714145563077182,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,BOTCAST,k-NN,0,0.7368421052631579,0.0490618110634386,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,1,0.6578947368421053,0.0546928597614169,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,2,0.6575342465753424,0.0567541420459747,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,3,0.6388888888888888,0.0522407451644539,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,4,0.6987951807228916,0.0502949152141809,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,5,0.7209302325581395,0.0487786778248846,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,6,0.6923076923076923,0.0570873250253498,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,7,0.6923076923076923,0.0598092931322753,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,8,0.7446808510638298,0.0495454766787588,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,BOTCAST,k-NN,9,0.6987951807228916,0.0509044309146702,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,Decision tree,0,0.7397260273972602,0.7046249969862401,319,80,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Carrot,Isomap,Decision tree,1,0.5230769230769231,0.8122004088945687,319,80,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Carrot,Isomap,Decision tree,2,0.7126436781609196,0.7858127136714756,319,80,"{""max_depth"": 3, ""min_samples_split"": 20}",
classification,Carrot,Isomap,Decision tree,3,0.6197183098591549,0.8001990439370275,319,80,"{""max_depth"": 4, ""min_samples_split"": 5}",
classification,Carrot,Isomap,Decision tree,4,0.6753246753246753,0.7836415907368064,319,80,"{""max_depth"": 5, ""min_samples_split"": 10}",
classification,Carrot,Isomap,Decision tree,5,0.6976744186046512,0.9537545549683272,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,Isomap,Decision tree,6,0.6666666666666666,0.7674940428696573,319,80,"{""max_depth"": 2, ""min_samples_split"": 5}",
classification,Carrot,Isomap,Decision tree,7,0.723404255319149,0.7046387870796025,319,80,"{""max_depth"": 2, ""min_samples_split"": 5}",
classification,Carrot,Isomap,Decision tree,8,0.5945945945945946,0.7443964621052146,319,80,"{""max_depth"": 3, ""min_samples_split"": 10}",
classification,Carrot,Isomap,Decision tree,9,0.75,0.7053576051257551,319,80,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Carrot,Isomap,LSTM,0,0.6567164179104478,212.88772031792905,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",211.0
classification,Carrot,Isomap,LSTM,1,0.7407407407407407,209.16010205098428,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",32.0
classification,Carrot,Isomap,LSTM,2,0.5588235294117647,183.65000908391085,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",28.0
classification,Carrot,Isomap,LSTM,3,0.6666666666666666,188.72916277998596,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",29.0
classification,Carrot,Isomap,LSTM,4,0.6956521739130435,194.97706290194765,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",27.0
classification,Carrot,Isomap,LSTM,5,0.5866666666666667,215.6302667889977,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",58.0
classification,Carrot,Isomap,LSTM,6,0.6756756756756757,192.7042743730126,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",36.0
classification,Carrot,Isomap,LSTM,7,0.7160493827160493,217.2019633540185,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",32.0
classification,Carrot,Isomap,LSTM,8,0.6966292134831461,204.05696582689416,279,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",39.0
classification,Carrot,Isomap,LSTM,9,0.7380952380952381,190.80680049501825,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",34.0
classification,Carrot,Isomap,MLP,0,0.6216216216216216,47.76722848415375,280,80,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.0003}",216.0
classification,Carrot,Isomap,MLP,1,0.6666666666666666,46.500447258818895,280,80,"{""hidden"": [64, 32], ""dropout"": 0.3, ""lr"": 0.0003}",79.0
classification,Carrot,Isomap,MLP,2,0.5151515151515151,64.28748801304027,279,80,"{""hidden"": [128, 64], ""dropout"": 0.4, ""lr"": 0.001}",27.0
classification,Carrot,Isomap,MLP,3,0.64,53.48320141807199,280,80,"{""hidden"": [128, 64], ""dropout"": 0.3, ""lr"": 0.0003}",43.0
classification,Carrot,Isomap,MLP,4,0.7654320987654321,44.58856786880642,280,80,"{""hidden"": [64, 32], ""dropout"": 0.1, ""lr"": 0.001}",25.0
classification,Carrot,Isomap,MLP,5,0.6216216216216216,53.32291770167649,280,80,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.001}",40.0
classification,Carrot,Isomap,MLP,6,0.7088607594936709,52.95468381186947,279,80,"{""hidden"": [32, 16], ""dropout"": 0.1, ""lr"": 0.001}",56.0
classification,Carrot,Isomap,MLP,7,0.7142857142857143,57.02377849584445,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",27.0
classification,Carrot,Isomap,MLP,8,0.6818181818181818,47.39101197104901,279,80,"{""hidden"": [64, 32], ""dropout"": 0.1, ""lr"": 0.001}",35.0
classification,Carrot,Isomap,MLP,9,0.7341772151898734,52.10110430698842,279,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",31.0
classification,Carrot,Isomap,Mamba SSM,0,0.6923076923076923,817.1955591938458,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",37.0
classification,Carrot,Isomap,Mamba SSM,1,0.7105263157894737,786.9643176239915,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.0003}",26.0
classification,Carrot,Isomap,Mamba SSM,2,0.64,814.2583102779463,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",27.0
classification,Carrot,Isomap,Mamba SSM,3,0.6301369863013698,789.8062510439195,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",23.0
classification,Carrot,Isomap,Mamba SSM,4,0.6829268292682927,823.0927463262342,280,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",23.0
classification,Carrot,Isomap,Mamba SSM,5,0.6097560975609756,806.6592031440232,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",36.0
classification,Carrot,Isomap,Mamba SSM,6,0.7294117647058823,766.4655262830202,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",25.0
classification,Carrot,Isomap,Mamba SSM,7,0.6582278481012658,828.41145839612,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",23.0
classification,Carrot,Isomap,Mamba SSM,8,0.6823529411764706,754.5656506430823,279,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",24.0
classification,Carrot,Isomap,Mamba SSM,9,0.7441860465116279,853.0788773640525,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",29.0
classification,Carrot,Isomap,RNN GRU,0,0.5483870967741935,221.7095798930386,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",111.0
classification,Carrot,Isomap,RNN GRU,1,0.6857142857142857,247.50411927106325,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",32.0
classification,Carrot,Isomap,RNN GRU,2,0.6388888888888888,253.2647330230102,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",28.0
classification,Carrot,Isomap,RNN GRU,3,0.7073170731707317,257.7638581509236,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",43.0
classification,Carrot,Isomap,RNN GRU,4,0.6923076923076923,227.95866070198824,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",26.0
classification,Carrot,Isomap,RNN GRU,5,0.6410256410256411,242.16603289102204,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",76.0
classification,Carrot,Isomap,RNN GRU,6,0.684931506849315,221.63439509901215,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",57.0
classification,Carrot,Isomap,RNN GRU,7,0.7073170731707317,223.90037023101468,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",32.0
classification,Carrot,Isomap,RNN GRU,8,0.6666666666666666,226.43148298899175,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",62.0
classification,Carrot,Isomap,RNN GRU,9,0.7228915662650602,240.44906377699223,279,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.0003}",54.0
classification,Carrot,Isomap,Random forest,0,0.6944444444444444,9.192463531624526,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,Isomap,Random forest,1,0.5714285714285714,9.373058384750038,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,Isomap,Random forest,2,0.7012987012987013,9.145968736615032,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,Isomap,Random forest,3,0.6666666666666666,9.046941634267569,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,Isomap,Random forest,4,0.7,10.384449621196836,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,Isomap,Random forest,5,0.6923076923076923,8.957187719177455,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,Isomap,Random forest,6,0.7088607594936709,10.184964140877128,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,Isomap,Random forest,7,0.725,11.12885746313259,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,Isomap,Random forest,8,0.6511627906976745,10.361998766195027,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,Isomap,Random forest,9,0.6829268292682927,10.177878137212248,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,Isomap,TabPFN,0,0.7435897435897436,17.697794263018295,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,1,0.7073170731707317,19.021555263083428,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,2,0.5671641791044776,19.237213618005622,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,3,0.6666666666666666,16.50227690290194,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,4,0.6829268292682927,19.525293015991338,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,5,0.7380952380952381,17.874318348011002,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,6,0.7228915662650602,17.305420496035367,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,7,0.7380952380952381,17.97667679900769,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,8,0.7126436781609196,15.9079484581016,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,TabPFN,9,0.7272727272727273,18.37921044207178,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,Isomap,k-NN,0,0.7272727272727273,0.6327231181785464,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,1,0.7,0.5760550168342888,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,2,0.6666666666666666,0.5767604438588023,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,3,0.6756756756756757,0.6266065030358732,319,80,"{""n_neighbors"": 3, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,4,0.7,0.6232437579892576,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,5,0.7,0.6445096610113978,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,6,0.72,0.6185703999362886,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,7,0.6486486486486487,0.6764803337864578,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,8,0.6666666666666666,0.6388366310857236,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,Isomap,k-NN,9,0.6666666666666666,0.6195038198493421,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,KernelPCA,Decision tree,0,0.75,0.2540915990248322,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,KernelPCA,Decision tree,1,0.725,0.2287795948795974,319,80,"{""max_depth"": 2, ""min_samples_split"": 5}",
classification,Carrot,KernelPCA,Decision tree,2,0.7619047619047619,0.2182102752849459,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,KernelPCA,Decision tree,3,0.5555555555555556,0.2457310017198324,319,80,"{""max_depth"": 5, ""min_samples_split"": 10}",
classification,Carrot,KernelPCA,Decision tree,4,0.675,0.224375810008496,319,80,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Carrot,KernelPCA,Decision tree,5,0.5714285714285714,0.2282513505779206,319,80,"{""max_depth"": 5, ""min_samples_split"": 20}",
classification,Carrot,KernelPCA,Decision tree,6,0.6842105263157895,0.2298406073823571,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,KernelPCA,Decision tree,7,0.6666666666666666,0.2422048361040651,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,KernelPCA,Decision tree,8,0.675,0.2443555369973182,319,80,"{""max_depth"": 4, ""min_samples_split"": 5}",
