task,crop,dr,model,seed,score,fit_seconds,n_train,n_test,best_params,epochs_run
classification,Carrot,MDS,TabPFN,5,0.7654320987654321,15.764899880974554,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,MDS,TabPFN,6,0.725,19.070344301057048,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,MDS,TabPFN,7,0.7380952380952381,18.35388894705102,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,MDS,TabPFN,8,0.6976744186046512,18.903313272050585,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,MDS,TabPFN,9,0.7272727272727273,18.853637019987215,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,MDS,k-NN,0,0.72,0.5717607820406556,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,1,0.6493506493506493,0.6151915551163256,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,2,0.6842105263157895,0.6789515200071037,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,3,0.7105263157894737,0.6392542361281812,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,4,0.7088607594936709,0.6665176297537982,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,5,0.7160493827160493,0.6631768047809601,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,6,0.72,0.6716168727725744,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,7,0.6578947368421053,0.6775714154355228,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,8,0.6190476190476191,0.6374589866027236,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,MDS,k-NN,9,0.6829268292682927,0.5705215879715979,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,Decision tree,0,0.7435897435897436,0.1588236959651112,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,1,0.7560975609756098,0.1657556481659412,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,2,0.7469879518072289,0.1625406253151595,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,3,0.6216216216216216,0.161740006878972,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,4,0.6987951807228916,0.1604810440912842,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,5,0.6376811594202898,0.1583970421925187,319,80,"{""max_depth"": 3, ""min_samples_split"": 20}",
classification,Carrot,No Reduction,Decision tree,6,0.725,0.159886416979134,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,7,0.7380952380952381,0.1712579857558012,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,8,0.7045454545454546,0.1577001647092402,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Decision tree,9,0.7272727272727273,0.1605974538251757,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,No Reduction,LSTM,0,0.717948717948718,249.80133693502285,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",77.0
classification,Carrot,No Reduction,LSTM,1,0.7407407407407407,219.6708553669741,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",79.0
classification,Carrot,No Reduction,LSTM,2,0.7469879518072289,286.77961938397493,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",37.0
classification,Carrot,No Reduction,LSTM,3,0.7045454545454546,223.1852760100737,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",26.0
classification,Carrot,No Reduction,LSTM,4,0.3859649122807017,243.1904017740162,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",22.0
classification,Carrot,No Reduction,LSTM,5,0.6666666666666666,267.965712758014,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",93.0
classification,Carrot,No Reduction,LSTM,6,0.7435897435897436,323.10426808707416,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.0003}",78.0
classification,Carrot,No Reduction,LSTM,7,0.7228915662650602,240.09985671692996,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",74.0
classification,Carrot,No Reduction,LSTM,8,0.6976744186046512,248.2943578140112,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.001}",35.0
classification,Carrot,No Reduction,LSTM,9,0.7126436781609196,282.049907720997,279,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",67.0
classification,Carrot,No Reduction,MLP,0,0.7272727272727273,46.66598858032376,280,80,"{""hidden"": [64, 32], ""dropout"": 0.4, ""lr"": 0.0003}",151.0
classification,Carrot,No Reduction,MLP,1,0.7441860465116279,63.16738831065595,280,80,"{""hidden"": [128, 64], ""dropout"": 0.4, ""lr"": 0.001}",29.0
classification,Carrot,No Reduction,MLP,2,0.691358024691358,64.58787904400378,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",37.0
classification,Carrot,No Reduction,MLP,3,0.6585365853658537,54.45253040222451,280,80,"{""hidden"": [128, 64], ""dropout"": 0.3, ""lr"": 0.001}",24.0
classification,Carrot,No Reduction,MLP,4,0.6111111111111112,49.70999127719551,280,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",21.0
classification,Carrot,No Reduction,MLP,5,0.7105263157894737,64.95741577679291,280,80,"{""hidden"": [32, 16], ""dropout"": 0.2, ""lr"": 0.001}",54.0
classification,Carrot,No Reduction,MLP,6,0.7435897435897436,61.43779903789982,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",73.0
classification,Carrot,No Reduction,MLP,7,0.7228915662650602,63.02942572906613,279,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",29.0
classification,Carrot,No Reduction,MLP,8,0.6823529411764706,62.91025172313675,279,80,"{""hidden"": [32, 16], ""dropout"": 0.3, ""lr"": 0.0003}",82.0
classification,Carrot,No Reduction,MLP,9,0.7272727272727273,55.26496782666072,279,80,"{""hidden"": [64, 32], ""dropout"": 0.3, ""lr"": 0.0003}",48.0
classification,Carrot,No Reduction,Mamba SSM,0,0.7105263157894737,1005.0885785669088,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",35.0
classification,Carrot,No Reduction,Mamba SSM,1,0.7560975609756098,1029.615709339967,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",28.0
classification,Carrot,No Reduction,Mamba SSM,2,0.7469879518072289,1071.012959144893,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",27.0
classification,Carrot,No Reduction,Mamba SSM,3,0.5084745762711864,1027.5374774270458,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",23.0
classification,Carrot,No Reduction,Mamba SSM,4,0.6987951807228916,907.9742287490516,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",22.0
classification,Carrot,No Reduction,Mamba SSM,5,0.631578947368421,1132.9545295748394,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",51.0
classification,Carrot,No Reduction,Mamba SSM,6,0.717948717948718,1089.7269779231865,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",44.0
classification,Carrot,No Reduction,Mamba SSM,7,0.7380952380952381,1030.918671212159,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",25.0
classification,Carrot,No Reduction,Mamba SSM,8,0.6823529411764706,1022.1808969730046,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",30.0
classification,Carrot,No Reduction,Mamba SSM,9,0.7272727272727273,959.571474259952,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",33.0
classification,Carrot,No Reduction,RNN GRU,0,0.75,277.0170077449875,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",63.0
classification,Carrot,No Reduction,RNN GRU,1,0.7560975609756098,306.7455910569988,280,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",43.0
classification,Carrot,No Reduction,RNN GRU,2,0.7469879518072289,278.43229871604126,279,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.001}",37.0
classification,Carrot,No Reduction,RNN GRU,3,0.6829268292682927,260.31939487403724,280,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",28.0
classification,Carrot,No Reduction,RNN GRU,4,0.5633802816901409,248.98700824193656,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",24.0
classification,Carrot,No Reduction,RNN GRU,5,0.6052631578947368,314.32991555298213,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",109.0
classification,Carrot,No Reduction,RNN GRU,6,0.7209302325581395,334.0066327379318,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.3, ""lr"": 0.0003}",68.0
classification,Carrot,No Reduction,RNN GRU,7,0.7142857142857143,292.93396579497494,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",124.0
classification,Carrot,No Reduction,RNN GRU,8,0.6896551724137931,289.4650075909449,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",53.0
classification,Carrot,No Reduction,RNN GRU,9,0.6987951807228916,258.1385051290272,279,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",65.0
classification,Carrot,No Reduction,Random forest,0,0.6666666666666666,8.21280291583389,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 2}",
classification,Carrot,No Reduction,Random forest,1,0.7317073170731707,7.39466090593487,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,Random forest,2,0.6923076923076923,8.11340840999037,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Random forest,3,0.6666666666666666,7.290095825213939,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Random forest,4,0.6987951807228916,8.251487160101533,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,Random forest,5,0.6666666666666666,8.243040991947055,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,No Reduction,Random forest,6,0.725,8.744424249976873,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,Random forest,7,0.7317073170731707,7.298494062852114,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,Random forest,8,0.6904761904761905,8.26368403667584,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,Random forest,9,0.6835443037974683,8.277916644699872,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 10}",
classification,Carrot,No Reduction,TabPFN,0,0.7435897435897436,39.69920199399348,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,1,0.7560975609756098,39.71845469600521,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,2,0.7469879518072289,37.4657191359438,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,3,0.7073170731707317,39.67093090701383,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,4,0.6987951807228916,38.89140391803812,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,5,0.7654320987654321,38.60272402106784,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,6,0.725,36.15103656903375,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,7,0.7380952380952381,38.57497018005233,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,8,0.6976744186046512,39.77171878796071,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,TabPFN,9,0.7272727272727273,40.0088176910067,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,No Reduction,k-NN,0,0.6666666666666666,0.1156668267212808,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,1,0.6666666666666666,0.0995954391546547,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,2,0.717948717948718,0.1212482242844998,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,3,0.7012987012987013,0.0745424171909689,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,4,0.717948717948718,0.1023597973398864,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,5,0.6666666666666666,0.0856019323691725,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,6,0.72,0.1062030270695686,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,7,0.6842105263157895,0.0751295839436352,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,8,0.6744186046511628,0.0747065092436969,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,No Reduction,k-NN,9,0.65,0.0736326766200363,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,Decision tree,0,0.6216216216216216,0.1369056180119514,319,80,"{""max_depth"": 5, ""min_samples_split"": 20}",
classification,Carrot,PCA,Decision tree,1,0.65,0.1502473461441695,319,80,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Carrot,PCA,Decision tree,2,0.5454545454545454,0.1522862580604851,319,80,"{""max_depth"": 5, ""min_samples_split"": 5}",
classification,Carrot,PCA,Decision tree,3,0.6835443037974683,0.1493777269497513,319,80,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Carrot,PCA,Decision tree,4,0.7608695652173914,0.1455081771127879,319,80,"{""max_depth"": 4, ""min_samples_split"": 5}",
classification,Carrot,PCA,Decision tree,5,0.7088607594936709,0.1428165691904723,319,80,"{""max_depth"": 3, ""min_samples_split"": 20}",
classification,Carrot,PCA,Decision tree,6,0.7032967032967034,0.1437581893987953,319,80,"{""max_depth"": 4, ""min_samples_split"": 20}",
classification,Carrot,PCA,Decision tree,7,0.7608695652173914,0.1447611502371728,319,80,"{""max_depth"": 3, ""min_samples_split"": 5}",
classification,Carrot,PCA,Decision tree,8,0.6966292134831461,0.1451837443746626,319,80,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Carrot,PCA,Decision tree,9,0.6966292134831461,0.1460545631125569,319,80,"{""max_depth"": 4, ""min_samples_split"": 10}",
classification,Carrot,PCA,LSTM,0,0.7466666666666667,264.08018159202766,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.1, ""lr"": 0.001}",43.0
classification,Carrot,PCA,LSTM,1,0.7560975609756098,279.662118999986,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",34.0
classification,Carrot,PCA,LSTM,2,0.7469879518072289,305.5002350350842,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",52.0
classification,Carrot,PCA,LSTM,3,0.7,227.0205219950294,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",30.0
classification,Carrot,PCA,LSTM,4,0.5897435897435898,230.53104198595972,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.0003}",43.0
classification,Carrot,PCA,LSTM,5,0.7272727272727273,258.9219865660416,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.0003}",117.0
classification,Carrot,PCA,LSTM,6,0.7407407407407407,243.4586254419992,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",50.0
classification,Carrot,PCA,LSTM,7,0.7228915662650602,286.42693463503383,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",50.0
classification,Carrot,PCA,LSTM,8,0.6976744186046512,216.53768024896272,279,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.0003}",100.0
classification,Carrot,PCA,LSTM,9,0.7435897435897436,276.2123931130627,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",47.0
classification,Carrot,PCA,MLP,0,0.7435897435897436,76.92523819766939,280,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",63.0
classification,Carrot,PCA,MLP,1,0.7560975609756098,89.93513708375394,280,80,"{""hidden"": [128, 64], ""dropout"": 0.1, ""lr"": 0.001}",32.0
classification,Carrot,PCA,MLP,2,0.7469879518072289,78.97044122219086,279,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",66.0
classification,Carrot,PCA,MLP,3,0.5757575757575758,77.19552729418501,280,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.001}",24.0
classification,Carrot,PCA,MLP,4,0.6301369863013698,71.63122053584084,280,80,"{""hidden"": [32, 16], ""dropout"": 0.0, ""lr"": 0.001}",25.0
classification,Carrot,PCA,MLP,5,0.7654320987654321,83.3637967268005,280,80,"{""hidden"": [64, 32], ""dropout"": 0.1, ""lr"": 0.0003}",155.0
classification,Carrot,PCA,MLP,6,0.725,79.9024161058478,279,80,"{""hidden"": [64, 32], ""dropout"": 0.0, ""lr"": 0.0003}",94.0
classification,Carrot,PCA,MLP,7,0.7380952380952381,93.65384766506033,279,80,"{""hidden"": [64, 32], ""dropout"": 0.2, ""lr"": 0.0003}",104.0
classification,Carrot,PCA,MLP,8,0.6976744186046512,69.01401625107974,279,80,"{""hidden"": [128, 64], ""dropout"": 0.0, ""lr"": 0.001}",35.0
classification,Carrot,PCA,MLP,9,0.7272727272727273,83.72674731118605,279,80,"{""hidden"": [64, 32], ""dropout"": 0.3, ""lr"": 0.0003}",105.0
classification,Carrot,PCA,Mamba SSM,0,0.6857142857142857,1081.367384276935,280,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.0003}",39.0
classification,Carrot,PCA,Mamba SSM,1,0.7560975609756098,1193.2389804049162,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",28.0
classification,Carrot,PCA,Mamba SSM,2,0.7469879518072289,1071.847550024977,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.4, ""lr"": 0.001}",52.0
classification,Carrot,PCA,Mamba SSM,3,0.6753246753246753,985.0009812319186,280,80,"{""K"": 6, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",24.0
classification,Carrot,PCA,Mamba SSM,4,0.6923076923076923,824.6370178739307,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.0003}",24.0
classification,Carrot,PCA,Mamba SSM,5,0.7272727272727273,1038.923197987955,280,80,"{""K"": 4, ""units"": 32, ""dropout"": 0.0, ""lr"": 0.0003}",36.0
classification,Carrot,PCA,Mamba SSM,6,0.725,971.1339973260184,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",38.0
classification,Carrot,PCA,Mamba SSM,7,0.7317073170731707,1029.6411809739657,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.2, ""lr"": 0.001}",29.0
classification,Carrot,PCA,Mamba SSM,8,0.6904761904761905,894.4247786588967,279,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.2, ""lr"": 0.001}",35.0
classification,Carrot,PCA,Mamba SSM,9,0.7272727272727273,919.2566771369892,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",28.0
classification,Carrot,PCA,RNN GRU,0,0.7027027027027027,306.7321245740168,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.001}",63.0
classification,Carrot,PCA,RNN GRU,1,0.7640449438202247,324.49563402007334,280,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",30.0
classification,Carrot,PCA,RNN GRU,2,0.7294117647058823,342.86055675602984,279,80,"{""K"": 6, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",42.0
classification,Carrot,PCA,RNN GRU,3,0.7073170731707317,255.7991360379383,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",33.0
classification,Carrot,PCA,RNN GRU,4,0.7045454545454546,274.4468356380239,280,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",32.0
classification,Carrot,PCA,RNN GRU,5,0.7272727272727273,317.44673394795973,280,80,"{""K"": 2, ""units"": 64, ""dropout"": 0.0, ""lr"": 0.001}",32.0
classification,Carrot,PCA,RNN GRU,6,0.725,335.95931893901434,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",90.0
classification,Carrot,PCA,RNN GRU,7,0.7317073170731707,338.9385157339275,279,80,"{""K"": 4, ""units"": 64, ""dropout"": 0.1, ""lr"": 0.001}",50.0
classification,Carrot,PCA,RNN GRU,8,0.6904761904761905,262.3372254649876,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.3, ""lr"": 0.0003}",92.0
classification,Carrot,PCA,RNN GRU,9,0.684931506849315,330.0743178880075,279,80,"{""K"": 2, ""units"": 32, ""dropout"": 0.4, ""lr"": 0.001}",44.0
classification,Carrot,PCA,Random forest,0,0.6944444444444444,8.775382902938873,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,PCA,Random forest,1,0.6410256410256411,7.514035670086741,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,PCA,Random forest,2,0.6756756756756757,7.490183672402054,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,PCA,Random forest,3,0.6666666666666666,8.537105767987669,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,PCA,Random forest,4,0.7160493827160493,8.706816668156534,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,PCA,Random forest,5,0.6829268292682927,7.5008725128136575,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 2}",
classification,Carrot,PCA,Random forest,6,0.725,8.559255039319396,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,PCA,Random forest,7,0.691358024691358,7.848316675983369,319,80,"{""n_estimators"": 100, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,PCA,Random forest,8,0.6904761904761905,8.48233694722876,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 10}",
classification,Carrot,PCA,Random forest,9,0.675,7.576619662810117,319,80,"{""n_estimators"": 100, ""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_split"": 5}",
classification,Carrot,PCA,TabPFN,0,0.7435897435897436,15.56152829702478,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,1,0.7441860465116279,15.973881263984367,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,2,0.7469879518072289,13.504823393072002,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,3,0.7073170731707317,15.642974484013394,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,4,0.6987951807228916,16.93879989301786,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,5,0.7654320987654321,13.49859750806354,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,6,0.725,14.387450541951694,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,7,0.7380952380952381,15.453193156979978,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,8,0.6976744186046512,16.49923834297806,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,TabPFN,9,0.7272727272727273,14.46601058798842,319,80,"{""model"": ""tabpfn-v3-default""}",
classification,Carrot,PCA,k-NN,0,0.7105263157894737,0.0815731310285627,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,k-NN,1,0.6835443037974683,0.0844274298287928,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,k-NN,2,0.717948717948718,0.0845212917774915,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,k-NN,3,0.6842105263157895,0.0880738580599427,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,k-NN,4,0.6923076923076923,0.0810696547850966,319,80,"{""n_neighbors"": 7, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
classification,Carrot,PCA,k-NN,5,0.5866666666666667,0.0881059388630092,319,80,"{""n_neighbors"": 5, ""weights"": ""uniform"", ""metric"": ""euclidean""}",
